,author,author_type,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,living_meters,kitchen_meters,ceiling_height,district,street,underground,residential_complex,square_price
274,Самолет,developer,Москва,sale,flat,11,23,1,41.87,9123111.0,2025,Новостройка / Апартаменты,unknown,Открытая,13.0,16.4,2.6,unknown,unknown,Румянцево,Тропарево Парк,217891.35419154528
276,ПИК,developer,Москва,sale,flat,2,25,1,38.9,9326430.0,2026,Новостройка,1 балкон,Открытая,9.0,16.5,2.62,Крюково,Зеленоград,Зеленоград — Крюково,Зелёный парк,239753.9845758355
277,ID 3105,realtor,Москва,sale,flat,8,27,1,33.0,9500000.0,2012,Вторичка,unknown,unknown,16.0,10.0,2.8,unknown,unknown,Потапово,unknown,287878.7878787879
279,ID 112641845,unknown,Москва,sale,flat,9,10,1,38.3,9700000.0,2007,Вторичка,1 лоджия,Наземная,17.9,8.7,2.8,Южное Бутово,Остафьевская ,Бунинская аллея,unknown,253263.70757180158
280,Абсолют Недвижимость,developer,Москва,sale,flat,14,20,1,30.6,9662241.0,2024,Новостройка,unknown,Наземная,9.5,8.7,2.7,unknown,unknown,Новопеределкино,Город-парк Первый Московский,315759.50980392157
281,Абсолют Недвижимость,developer,Москва,sale,flat,4,17,1,35.0,9912991.0,2027,Новостройка,unknown,Многоуровневая,13.1,8.7,2.7,unknown,unknown,Мичуринец,Переделкино Ближнее Город-парк,283228.3142857143
282,Самолет,developer,Москва,sale,flat,5,5,1,35.83,9899895.0,2024,Новостройка,unknown,Открытая,10.8,9.8,3.0,unknown,unknown,Рассказовка,Квартал Западный ЖК,276301.84203181695
283,А101,developer,Москва,sale,flat,2,16,1,38.9,10025043.0,2025,Новостройка,"1 лоджия, 1 балкон",unknown,15.2,10.8,2.87,unknown,unknown,Новомосковская,Дзен-кварталы ЖК,257713.1876606684
287,ID 47566415,homeowner,Москва,sale,flat,5,9,1,33.0,10400000.0,1964,Вторичка,1 балкон,Наземная,21.3,6.0,2.64,Кузьминки,Зеленодольская ,Кузьминки,unknown,315151.51515151514
288,А101,developer,Москва,sale,flat,10,13,1,36.9,10488345.0,2025,Новостройка,"1 лоджия, 1 балкон",unknown,13.9,10.7,2.8,unknown,unknown,Прокшино,Прокшино ЖК,284236.9918699187
290,Самолет,developer,Москва,sale,flat,7,14,1,44.96,10687362.0,2025,Новостройка,unknown,Открытая,14.0,18.3,2.8,unknown,unknown,Щербинка,Остафьево ЖК,237708.22953736654
292,Абсолют Недвижимость,developer,Москва,sale,flat,18,20,1,48.6,10974888.0,2027,Новостройка,unknown,Наземная,16.8,8.7,2.73,unknown,unknown,Филатов Луг,Город-парк Первый Московский,225820.74074074073
293,unknown,unknown,Москва,sale,flat,8,25,1,43.66,11052529.0,2025,Новостройка,unknown,unknown,22.0,8.7,3.0,Люблино,Юго-Восточный ао,Братиславская,Светлый Мир Станция Л ЖК,253150.00000000003
295,KINS Group,real_estate_agent,Москва,sale,flat,12,17,1,38.8,11100000.0,1987,Вторичка,1 лоджия,Наземная,20.0,8.5,2.64,Новокосино,Городецкая ,Новокосино,unknown,286082.47422680416
297,Концерн КРОСТ,developer,Москва,sale,flat,7,28,1,38.7,11377800.0,2025,Новостройка / Апартаменты,unknown,unknown,22.0,13.2,3.0,Отрадное,Отрадная ,Отрадное,Малевич,294000.0
298,ID 111651711,homeowner,Яхрома,sale,flat,4,5,1,48.0,6300000.0,2006,Вторичка,1 балкон,Наземная,22.0,7.0,2.6,Яхрома,Парковая ,unknown,unknown,131250.0
300,Центр дистанционных торгов,real_estate_agent,Яхрома,sale,flat,2,2,1,29.9,2610000.0,2014,Вторичка,unknown,unknown,22.0,8.7,2.7,Яхрома,Большевистская ,unknown,unknown,87290.96989966555
301,Эксперт-Риелт 24,real_estate_agent,Яхрома,sale,flat,2,4,1,37.4,3599000.0,2014,Вторичка,unknown,unknown,20.0,8.0,3.0,Яхрома, Кирьянова,unknown,unknown,96229.94652406417
303,ID 1257346,homeowner,Яхрома,sale,flat,2,5,1,33.6,5300000.0,2006,Вторичка,unknown,Наземная,18.7,8.6,2.6,Яхрома,Парковая ,unknown,unknown,157738.09523809524
304,Александр Тимохин,realtor,Яхрома,sale,flat,4,5,1,34.2,3970000.0,2018,Вторичка,1 лоджия,Наземная,16.0,10.0,2.8,unknown,unknown,unknown,unknown,116081.87134502923
305,Самолет Плюс Дмитров,real_estate_agent,Яхрома,sale,flat,5,5,1,28.4,3200000.0,1978,Вторичка,1 балкон,unknown,15.1,6.7,2.7,Яхрома,Большевистская ,unknown,unknown,112676.05633802818
306,ID 63233547,homeowner,Яхрома,sale,flat,9,9,1,40.0,3800000.0,1988,Вторичка,1 балкон,Наземная,22.0,6.0,2.7,unknown,unknown,unknown,unknown,95000.0
307,Этажи Дмитров,real_estate_agent,Яхрома,sale,flat,5,5,1,31.5,4200000.0,1974,Вторичка,1 балкон,Наземная,16.5,6.1,2.5,Яхрома, Бусалова,unknown,unknown,133333.33333333334
308,Владис Дмитров,real_estate_agent,Яхрома,sale,flat,5,5,1,28.9,3800000.0,1978,Вторичка,1 балкон,Наземная,17.0,6.0,2.6,Яхрома,Большевистская ,unknown,unknown,131487.8892733564
309,ID 78668458,unknown,Яхрома,sale,flat,3,9,1,39.6,4000000.0,2013,Вторичка,unknown,unknown,17.5,10.0,2.8,Яхрома, Конярова,unknown,unknown,101010.101010101
322,ID 15062968,real_estate_agent,Яхрома,sale,flat,3,5,1,42.0,5350000.0,2014,Вторичка,1 лоджия,Наземная,19.0,9.0,2.7,Яхрома, Бусалова,unknown,На Бусалова,127380.95238095238
323,Золотой ключ,real_estate_agent,Яхрома,sale,flat,5,5,1,20.9,3100000.0,2014,Вторичка,unknown,unknown,11.1,4.8,2.7,Яхрома, Ленина,unknown,unknown,148325.35885167465
324,Этажи Дмитров,real_estate_agent,Яхрома,sale,flat,3,9,1,51.2,4500000.0,2013,Вторичка,1 балкон,Наземная,24.0,15.0,2.65,Яхрома, Бусалова,unknown,На Бусалова,87890.625
325,ID 76665274,realtor,Яхрома,sale,flat,3,5,1,21.1,2950000.0,2014,Вторичка,unknown,Наземная,22.0,5.0,2.7,Яхрома, Ленина,unknown,unknown,139810.42654028436
326,ID 15062968,real_estate_agent,Яхрома,sale,flat,3,4,1,38.0,4500000.0,2014,Вторичка,unknown,Наземная,20.0,9.0,2.7,Яхрома, Кирьянова,unknown,unknown,118421.05263157895
327,ID 481409,homeowner,Яхрома,sale,flat,8,10,1,39.9,4950000.0,2013,Вторичка,1 лоджия,Наземная,17.6,9.5,2.7,Яхрома, Конярова,unknown,unknown,124060.15037593985
328,Владис Дмитров,real_estate_agent,Яхрома,sale,flat,4,5,1,28.6,4150000.0,1978,Вторичка,1 балкон,Наземная,16.6,7.0,2.6,Яхрома, Ленина,unknown,unknown,145104.89510489508
329,ID 15062968,real_estate_agent,Яхрома,sale,flat,2,9,1,41.0,5500000.0,2013,Вторичка,1 лоджия,Наземная,20.0,12.0,2.8,Яхрома, Конярова,unknown,unknown,134146.34146341463
330,ID 50742708,homeowner,Яхрома,sale,flat,8,9,1,38.1,5275000.0,2013,Вторичка,1 лоджия,Наземная,22.0,8.2,2.8,Яхрома, Конярова,unknown,unknown,138451.4435695538
331,Вадим Смирнов,realtor,Яхрома,sale,flat,2,6,1,40.2,4990000.0,2019,Вторичка,1 лоджия,Наземная,19.0,9.1,2.8,Яхрома, Бусалова,unknown,На Бусалова,124129.35323383084
332,ID 95422750,homeowner,Яхрома,sale,flat,4,5,1,28.6,4150000.0,1972,Вторичка,1 балкон,unknown,15.0,6.3,2.7,Яхрома, Ленина,unknown,unknown,145104.89510489508
333,DOGMA,developer,Яхрома,sale,flat,11,15,1,17.63,4511517.0,2026,Новостройка,unknown,unknown,7.0,3.5,2.7,unknown,unknown,Медведково,Публицист ЖК,255900.0
348,Адресат,real_estate_agent,Яхромаа,sale,flat,2,2,1,30.7,1150000.0,2014,Вторичка,1 балкон,unknown,18.3,6.1,2.55,пос. Степной, Пролетарская,unknown,unknown,37459.28338762215
349,ДИСКАВЕРИ-Пено,developer,Яхромаа,sale,flat,4,5,1,29.65,1186000.0,2020,Новостройка,unknown,unknown,22.0,8.7,2.55,unknown,unknown,unknown,"мкр. Южный, дом 7",40000.0
350,Адресат,real_estate_agent,Яхромаа,sale,flat,5,5,1,40.4,1699900.0,2014,Вторичка,1 лоджия,unknown,14.7,9.0,2.75,Светлый Яр рп,переулок Колхозный,unknown,unknown,42076.73267326733
351,Адресат,real_estate_agent,Яхромаа,sale,flat,1,5,1,32.1,2430000.0,2014,Вторичка,unknown,unknown,18.0,6.0,2.55,Красноармейский,Удмуртская ,unknown,unknown,75700.93457943924
352,Стройпромсервис,developer,Яхромаа,sale,flat,7,7,1,35.88,2439840.0,2023,Новостройка,unknown,unknown,17.8,9.1,2.7,с. Дядьково, Малиновая,unknown,Окские просторы,68000.0
353,Адресат,real_estate_agent,Яхромаа,sale,flat,4,4,1,32.3,2585000.0,2014,Вторичка,1 балкон,unknown,19.3,6.2,2.7,Волжский, Логинова,unknown,unknown,80030.95975232199
354,Адресат,real_estate_agent,Яхромаа,sale,flat,2,9,1,33.8,2599999.0,2014,Вторичка,1 лоджия,unknown,19.8,9.0,2.75,Кировский, Розы Люксембург,unknown,unknown,76923.04733727811
355,Альянс Московский Дом,official_representative,Яхромаа,sale,flat,2,5,1,31.1,2700000.0,1979,Вторичка,unknown,unknown,18.0,6.0,2.7,Октябрьский,Пролетарская ,unknown,unknown,86816.72025723472
356,Квадрат,real_estate_agent,Яхромаа,sale,flat,5,5,1,30.7,2850000.0,2014,Вторичка,1 балкон,unknown,19.0,6.1,2.7,мкр. 2-й, Гагарина,unknown,unknown,92833.87622149837
358,Квадрат,real_estate_agent,Яхромаа,sale,flat,4,5,1,30.9,2950000.0,2014,Вторичка,1 балкон,unknown,19.4,6.5,2.7,мкр. 1-й, Валентины Терешковой,unknown,unknown,95469.25566343042
359,Юг-Стройфорт,developer,Яхромаа,sale,flat,14,26,1,26.36,2952320.0,2026,Новостройка,1 лоджия,unknown,10.8,5.1,2.84,unknown,unknown,unknown,Мечта,112000.0
360,Адресат,real_estate_agent,Яхромаа,sale,flat,1,3,1,31.8,3099000.0,2014,Вторичка,1 балкон,unknown,15.5,9.2,2.7,Советский, Грибанова,unknown,unknown,97452.83018867925
362,Адресат,real_estate_agent,Яхромаа,sale,flat,1,5,1,30.7,3100000.0,2014,Вторичка,unknown,unknown,17.7,5.7,2.55,Дзержинский, Твардовского,unknown,unknown,100977.19869706841
363,Адресат,real_estate_agent,Яхромаа,sale,flat,8,9,1,27.2,3190000.0,2014,Вторичка,1 балкон,unknown,13.5,5.8,2.75,Тракторозаводский, Менжинского,unknown,unknown,117279.41176470589
364,Адресат,real_estate_agent,Яхромаа,sale,flat,2,2,1,42.3,3150000.0,2014,Вторичка,unknown,unknown,19.8,12.7,2.7,Советский, Маршала Василевского,unknown,unknown,74468.08510638299
365,Адресат,real_estate_agent,Яхромаа,sale,flat,2,3,1,40.0,3200000.0,2014,Вторичка,1 лоджия,unknown,15.0,15.0,2.7,Букатин Луг ЖК, Радужная,unknown,Букатин Луг,80000.0
366,Адресат,real_estate_agent,Яхромаа,sale,flat,4,5,1,33.2,3290000.0,2014,Вторичка,1 балкон,unknown,19.4,5.8,2.55,Центральный,проспект Имени В.И. Ленина,unknown,unknown,99096.38554216866
367,Адресат,real_estate_agent,Яхромаа,sale,flat,3,10,1,28.3,3270000.0,2014,Вторичка,1 балкон,unknown,14.3,9.0,2.75,Кировский, 64-й Армии,unknown,unknown,115547.70318021202
368,Объединение Застройщиков,representative_developer,Яхромаа,sale,flat,2,10,1,35.01,3293425.0,2025,Новостройка,unknown,unknown,13.1,10.1,2.62,unknown,unknown,unknown,Пальмира 2.0,94070.97972007998
369,ID 106403623,unknown,Яхромаа,sale,flat,2,5,1,39.1,3600000.0,2014,Вторичка,1 балкон,Наземная,20.0,10.0,2.5,пос. Опытного хозяйства Ермолино, Центральная,unknown,unknown,92071.61125319693
370,Северная Компания,developer,Яхромаа,sale,flat,1,16,1,26.7,3650200.0,2027,Новостройка,unknown,unknown,10.2,8.4,2.5,Московский,unknown,unknown,Бирюзова Парк ЖК,136711.61048689138
371,ESTATE,real_estate_agent,Яхромаа,sale,flat,8,8,1,23.0,2850000.0,2025,Новостройка,1 балкон,unknown,10.0,8.0,2.7,Яблоновский пгт,Первомайская ,unknown,МОЁ,123913.04347826086
372,ID 13388699,unknown,Яхрома,sale,flat,5,5,2,43.7,4350000.0,1969,Вторичка,1 балкон,Наземная,28.0,6.0,2.7,Яхрома, Ленина,unknown,unknown,99542.33409610983
373,ID 122337929,homeowner,Яхрома,sale,flat,4,5,2,44.3,5100000.0,1978,Вторичка,1 балкон,Наземная,27.9,7.0,2.7,Яхрома,Большевистская ,unknown,unknown,115124.15349887134
374,Этажи Дмитров,real_estate_agent,Яхрома,sale,flat,1,9,2,64.0,6149999.0,2013,Вторичка,unknown,Наземная,39.0,18.0,2.65,Яхрома, Бусалова,unknown,На Бусалова,96093.734375
375,МАДОННА,real_estate_agent,Яхрома,sale,flat,5,5,2,44.0,5300000.0,2014,Вторичка,unknown,unknown,22.0,8.7,2.7,unknown,unknown,unknown,unknown,120454.54545454546
376,Насими Ахмедов,realtor,Яхрома,sale,flat,3,6,2,48.9,5770000.0,2018,Вторичка,1 лоджия,Наземная,30.0,10.0,2.8,Яхрома, Бусалова,unknown,На Бусалова,117995.9100204499
377,ID 282975,realtor,Яхрома,sale,flat,4,9,2,66.0,7000000.0,2013,Вторичка,1 балкон,Наземная,45.0,14.0,2.8,Яхрома, Бусалова,unknown,На Бусалова,106060.60606060606
378,Елена Васильева,realtor,Яхрома,sale,flat,5,5,2,37.0,3500000.0,1978,Вторичка,1 лоджия,Наземная,21.0,5.6,2.7,Яхрома,Большевистская ,unknown,unknown,94594.5945945946
379,ПАРУСА,real_estate_agent,Яхрома,sale,flat,4,5,2,43.4,3580000.0,1980,Вторичка,1 балкон,Наземная,28.9,6.3,2.7,Яхрома,Большевистская ,unknown,unknown,82488.47926267282
380,ID 106845954,homeowner,Яхрома,sale,flat,5,5,2,36.2,4200000.0,1973,Вторичка,1 балкон,Наземная,21.7,7.5,2.6,Яхрома, Ленина,unknown,unknown,116022.0994475138
381,Татьяна Москальцова,realtor,Яхрома,sale,flat,5,5,2,43.7,3999000.0,1977,Вторичка,1 балкон,Наземная,30.0,7.0,2.7,Яхрома,Большевистская ,unknown,unknown,91510.29748283752
